psraid	int_date	area	state	tz	cregion	fips	msa	usr	usr1	form	sex	q1	q2	q3	q4	q5f1	q6a	q6b	q6cf1	q6df1	q6ff2	q6gf2	q6h	thought	precinct	oftvote	planto1	scale10	q8	q8a	q9f1	q10f2	q12	q13	q14	q15	q16	q17	q20	q21	q24	q25	q26a	q26b	q26c	q26df1	q26ef1	q26ff1	q26gf1	q26hf1	q26if1	q26jf2	q26kf2	q26lf2	q26mf2	q26nf2	q26of2	q27a	q27b	q27c	q27df1	q27ef1	q27ff1	q27gf1	q27hf1	q27if1	q27jf1	q27kf2	q27lf2	q27mf2	q27nf2	q27of2	q27pf2	q27qf2	q29f1	q30f2	q31	q40	q41	q42	q42x	q43	q44f1	q45f2	q46	q50	q51	q52	q53	q55	q56	q58	q59	q61	q62f1	q63f2	q64	q65	q66a	q66b	q66c	age	educ	hisp	race	marital	parent	relig	born	attend	religos	income	regist	regicert	party	partystr	partyln	q67	q68	ideo	pvote04a	pvote04b	employ	ownrent	labor	zipcode	contact	name	website	q2_1	q2_2	q2_3	q2vb	q5f1_1	q5f1_2	q5f1_3	q5f1vb	recage2	density3	rbcounty	recage	receduc	racethn	weight	attempt	fcall	partyid	ideology	male	white	black	unemployed	union	Income	education	income_i	religattend	ginicnty05_09	pctwht0610cnty	totpop0610cnty	pctblk0610cnty	medhinc0610cnty	pkerry	pbush04	partyid_01	ideology_01	education_01	income_i_01	religattend_01	ginicnty05_09_01	totpop0610cnty_01	pctblk0610cnty_01	medhinc0610cnty_01	pbush_01	Age	Income_01	divided	hispanic	asian	gender
265	90606	281	48	"c"	3	48201	26420	"S"	2	1	1	2	1	9	2	1	3	4	1	1				3	1	1	1	9	2		2		2	2	2	1	2	2	3	2	4	1	1	1	2	3	3	2	1	3	1							2	2	1	2	2	2	2	1	2	1								2		3	2	2	1		2	2		1	4	2	1	1	2	2	2	2	1	3		1	3	3	3	2	61	5	2	1	1	2	9		6		7	1	1	3		2		1	4	1	1	1	1	4	77089	2		2	1			"FINANCIAL"	1			"WAR IN IRAW"	3	4	4	5	3	1	1.4390243902439024	1	60906	2.0	2.0	1.0	1.0	0.0	0.0	0.0	7.0	5.0	7.0	1.0	0.489	60.350002	3950999	18.996765	51444	0.45	0.55	0.25	0.25	0.6666667	0.75	0.0	0.57421875	0.4048161	0.2604007	0.3035631	0.5194805	61.0	0.75	1.0	0.0	0.0	1.0
834	91006	281	48	"c"	3	48201	26420	"U"	1	2	1	2	1	1	1		4	2			1	1	1	3	1	2	1	10	2			1	1	1	1	1	2	2	3	1	2	1	2	1	1							1	1	1	2	2	1	2	1	1								2	2	2	2	2	2	1		1	2	2	2	2	4	2		2	1	2	2	2	1	2	2	2	2	1		2	1	3	1	1	2	21	5	2	3	5	2	6		2		3	2		2	1			2	3	1	2	1	2	4	77058			2	88			"RESPONSE TO NATURAL DISASTERS"					1	4	4	1	3	4	3.926829268292683	10	60906	1.0	3.0	1.0	0.0	0.0	0.0	0.0	3.0	5.0	3.0	5.0	0.489	60.350002	3950999	18.996765	51444	0.45	0.55	0.0	0.5	0.6666667	0.25	0.8	0.57421875	0.4048161	0.2604007	0.3035631	0.5194805	21.0	0.25	0.0	0.0	1.0	1.0
593	90706	713	48	"c"	3	48201	26420	"U"	1	1	1	1	1	1	2	1	2	1	3	3			4	1	1	1	1	10	1		4		1	1	3	1	3	2	2	2	2	3	2	2	1	2	1	3	2	1	3							1	1	1	1	1	9	1	1	1	3								1		3	3	1	1	2	1	1		9	2	1	1	1	1	2	1	1	2	3		2	1	2	2	3	71	6	2	1	1	2	1	2	2		6	1	1	1	1		2		2	1	1	3	1	4	77079			2	62	47		"terrorism, illegal immigration"	3			"Katrina evacuation crime in Houston,"	4	4	4	6	4	1	1.3902439024390243	2	60907	5.0	4.0	1.0	1.0	0.0	1.0	0.0	6.0	6.0	6.0	5.0	0.489	60.350002	3950999	18.996765	51444	0.45	0.55	1.0	0.75	0.8333333	0.625	0.8	0.57421875	0.4048161	0.2604007	0.3035631	0.5194805	71.0	0.625	1.0	0.0	0.0	1.0
398	90706	281	48	"c"	3	48201	26420	"S"	2	2	2	1	1	1	2		1	1			1	1	1	1	2	4	2	1	1			3	1	2	2	2	1	2	2	1	1	4	1	1	1							2	1	2	1	1	1	2	1	1								1	1	3	3	1	1	1		2	4	1	2	2	9	1		1	1	2	3	2	1	1	1	1	1	2		1	9	1	2	9	1	50	3	2	1	1	2	1	1	4		1	2		1	1		2		9	2		3	1	4	77336	2		2	57			"our security"					3	4	4	4	2	1	4.2682926829268295	2	60906	5.0	5.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0	1.0	3.0	0.489	60.350002	3950999	18.996765	51444	0.45	0.55	1.0	1.0	0.33333334	0.0	0.4	0.57421875	0.4048161	0.2604007	0.3035631	0.5194805	50.0	0.0	0.0	0.0	0.0	0.0
594	90706	713	48	"c"	3	48201	26420	"U"	1	1	2	2	1	2	1	1	4	4	4	4			4	2	1	1	1	10	2		2		1	1	9	1	2	9	2	1	4	1	2	1	1	1	2	1	1	1	1							2	2	2	2	2	2	2	2	2	2								2		3	2	1	2	4	2	2		9	4	1	1	2	2	4	2	2	1	9		2	9	1	1	2	47	5	2	2	5	2	2	1	1		6	1	1	2	1			1	3	1	3	3	1	4	77091	2		2	88			"THE WAY BUSH IS DOING THE PEOPLE IN NEW ORLEANS"	3			"THE NEW ORLENS THE NEW ORLEANS SITUATION"	2	4	4	4	3	2	1.3170731707317074	1	60907	1.0	3.0	0.0	0.0	1.0	1.0	0.0	6.0	5.0	6.0	6.0	0.489	60.350002	3950999	18.996765	51444	0.45	0.55	0.0	0.5	0.6666667	0.625	1.0	0.57421875	0.4048161	0.2604007	0.3035631	0.5194805	47.0	0.625	1.0	0.0	0.0	0.0
191	90606	281	48	"c"	3	48201	26420	"U"	1	1	1	9	1	9	2	1	2	3	1	4				1	1	1	1	10	1		1		1	1	2	1	3	1	2	1	1	1	2	1	1	1	2	2	2	1	4							2	2	1	2	1	2	1	1	2	1								1		4	2	2	1		1	1		1	3	1	1	1	2	3	2	9	3	4		2	1	1	1	3	42	5	2	1	2	1	1	1	3		6	1	1	1	1		2		2	1	1	1	1	4	77099			1	60			"THE WAR IRAQ"	1			"WAR IN IRAQ"	2	4	4	3	3	1	2.1707317073170733	1	60906	5.0	4.0	1.0	1.0	0.0	0.0	0.0	6.0	5.0	6.0	4.0	0.489	60.350002	3950999	18.996765	51444	0.45	0.55	1.0	0.75	0.6666667	0.625	0.6	0.57421875	0.4048161	0.2604007	0.3035631	0.5194805	42.0	0.625	1.0	0.0	0.0	1.0
400	90706	281	48	"c"	3	48201	26420	"S"	2	2	2	2	1	2	2		4	4			4	1	4	4	1	4	2	1	2			2	2	2	2	2	2	2	3	1	4	1	3	2	2							2	1	2	2	1	2	2	2	2								2	2	2	2	2	2	1		1	2	2	2	2	3	3		1	2	3	2	1	2	2	3	2	2	2		2	2	1	1	2	3	26	3	1	2	2	1	2	2	3		10	1	1	2	1			1	3	1	2	1	1	4	77038	1	1	1	2			"JOBS."					1	4	4	2	2	3	5.32	2	60906	1.0	3.0	0.0	0.0	0.0	0.0	0.0		3.0	3.9173837	4.0	0.489	60.350002	3950999	18.996765	51444	0.45	0.55	0.0	0.5	0.33333334	0.36467296	0.6	0.57421875	0.4048161	0.2604007	0.3035631	0.5194805	26.0		1.0	1.0	0.0	0.0
693	90706	903	48	"c"	3	48213	0	"R"	3	1	2	2	1	1	2	1	2	2	2	1			2	3	1	1	1	10	2		2		9	1	1	1	2	2	2	1	3	1	2	2	1	2	2	2	2	1	2							2	2	9	2	2	2	2	2	2	2								2		2	1	1	1	3	2	2		2	4	1	2	1	1	2	2	2	1	2		1	9	3	3	3	54	4	2	1	1	2	2	1	2		6	1	1	2	1			1	3	1	2	3	1	4	75147	2		2	60			"THE WAR"	1			"THE WAR"	3	1	5	4	2	1	2.292682926829268	1	60907	1.0	3.0	0.0	1.0	0.0	1.0	0.0	6.0	4.0	6.0	5.0	0.464	87.44811	78299	6.463684	39779	0.29	0.7	0.0	0.5	0.5	0.625	0.8	0.47656244	0.007904312	0.08860182	0.17688389	0.7142857	54.0	0.625	0.0	0.0	0.0	0.0
1497	90906	956	48	"c"	3	48215	32580	"U"	1	2	2	2	1	1	2		1	3			1	1	3	3	2	6	1	9	2			1	1	1	1	9	2	2	3	9	2	4	2	2	2							2	2	2	2	1	3	1	2	2								2	1	1	2	2	2	9		2	2	9	9	1	2	3		1	9	3	1	2	1	1	3	2	1	1		2	9	2	1	1	9	19	5	1	4	5	2	2	2	4		10	2		9		2		9	2	2		3	1	4	78501	1	1	2	60			"THE IRAQ WAR"					1	3	1	1	3	3	5.32	6	60908	2.0	4.0	0.0	0.0	0.0	1.0	0.0		5.0	5.188544	3.0	0.492	75.155945	736973	0.47193044	31879	0.55	0.45	0.25	0.75	0.6666667	0.523568	0.4	0.58593756	0.075411595	0.00646905	0.09109173	0.38961035	19.0		0.0	1.0	0.0	0.0
449	90706	409	48	"c"	3	48241	0	"R"	3	2	2	1	1	9	2		2	2			2	3	2	1	1	1	1	5	1			3	1	9	1	2	3	2	9	1	2	2	1	2	2							2	1	1	1	2	3	1	1	2								2	1	1	1	2	1	1		1	2	9	2	2	3	2		1	2	3	2	1	1	1	9	2	1	2		1	9	2	2	2	1	69	3	2	1	1	2	1	1	1		4	1	1	1	2		9		3	1	1	1	1	4	75931			1	60			"IRAQ"					4	1	5	6	2	1	1.6341463414634145	5	60906	4.0	3.0	0.0	1.0	0.0	0.0	0.0	4.0	3.0	4.0	6.0	0.443	80.24853	35248	16.54562	38062	0.35	0.65	0.75	0.5	0.33333334	0.375	1.0	0.3945312	0.0034920285	0.2268013	0.15823768	0.6493506	69.0	0.375	1.0	0.0	0.0	0.0
448	90706	409	48	"c"	3	48241	0	"R"	3	1	2	1	1	9	2	1	1	2	3	3			2	1	1	1	1	10	9	1	4		1	2	3	2	3	1	2	1	2	3	2	1	1	2	1	2	2	2	1							1	1	1	4	1	2	1	1	4	1								3		4	3	2	1	1	2	1		2	1	1	2	1	9	1	1	1	2	1		1	1	2	2	1	55	5	2	1	1	2	4	1	1		7	1	1	3		1	3		2	1	1	1	1	4	75951	1	1	1	96			"misinformation, not getting all the facts, the media only giving us what they want to know."	98			"the military (one sided)"	3	1	5	5	3	1	1.2439024390243902	4	60906	4.0	4.0	0.0	1.0	0.0	0.0	0.0	7.0	5.0	7.0	6.0	0.443	80.24853	35248	16.54562	38062	0.35	0.65	0.75	0.75	0.6666667	0.75	1.0	0.3945312	0.0034920285	0.2268013	0.15823768	0.6493506	55.0	0.75	0.0	0.0	0.0	0.0
154	90606	409	48	"c"	3	48245	13140	"S"	2	2	2	1	1	9	1		3	4			2	3		3	1	2	1	99	1			1	1	2	2	1	1	2	2	9	9	3	1	2	3							1	1	1	1	3	1	9	1	9								9	1	9	1	4	9	9		1	9	9	9	9		2		1	2	3	3	2	1	9	3	1	9	2		9	2	1	3	3	3	97	7	2	1	4	2	1	2	2		10	1	1	1	1		3		2	1	1	3	1	4	77642			2	31			"THE MORALITY OF THE PEOPLE"					4	2	2	6	4	1	1.2439024390243902	1	60906	5.0	4.0	0.0	1.0	0.0	1.0	0.0		7.0	6.459704	5.0	0.461	53.5711	249349	33.911106	42293	0.51	0.48	1.0	0.75	1.0	0.682463	0.8	0.46484372	0.025435172	0.46484104	0.20418535	0.4285714	97.0		0.0	0.0	0.0	0.0
1361	90906	817	48	"c"	3	48251	19100	"S"	2	2	2	1	1	1	1		3	3			3	3	4	3	2	3	1	7	1			1	1	1	2	1	1	2	3	2	4	3	2	2	2							3	1	2	2	3	3	2	1	2								1	2	1	2	1	1	9		1	2	1	2	1	3	2		2	2	3	2	2	1	1	2	2	1	1		2	1	3	3	1	3	20	5	2	1	5	2	1	1	2		1	2		3		1	3		2	1	1	2	1	4	76059			1	6	76		"INDEBTEDNESS AND GAS PRICES"					1	2	5	1	3	1	5.32	10	60906	4.0	4.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0	1.0	5.0	0.413	91.34685	147611	2.6915338	54954	0.26	0.73	0.75	0.75	0.6666667	0.0	0.8	0.2773437	0.015008076	0.03689456	0.34168088	0.7532468	20.0	0.0	0.0	0.0	0.0	0.0
1362	91006	817	48	"c"	3	48251	19100	"S"	2	1	2	2	9	2	1	9	2	2	1	2			2	2	2	2	2	2	2		2		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2							2	2	2	2	2	2	2	2	2	2								2		2	2	2	2	2	2	2		2	2	2	2	2	2	2	2	2	2	2		1	2	2	2	2	39	4	2	2	2	2	3		2		5	2		2	2			2	3	2		2	1	4	43542			2	99				99				2	2	5	3	2	2	2.4634146341463414	8	60906	2.0	3.0	0.0	0.0	1.0	0.0	0.0	5.0	4.0	5.0	5.0	0.413	91.34685	147611	2.6915338	54954	0.26	0.73	0.25	0.5	0.5	0.5	0.8	0.2773437	0.015008076	0.03689456	0.34168088	0.7532468	39.0	0.5	0.0	0.0	0.0	0.0
1506	90906	972	48	"c"	3	48257	19100	"S"	2	2	1	1	1	9	1		2	4			2	1	4	3	1	2	1	8	1			1	9	2	2	1	1	1	3	1	3	2	1	2	2							1	1	1	1	2	2	1	2	1								1	2	1	2	1	1	1		1	3	2	1	2	3	2		2	1	3	2	1	1	1	3	2	2	1		3	1	1	3	1	3	56	3	2	1	1	2	1	1	2		7	1	1	1	2		3		2	1	1	1	1	2	75142	1	1	1	76			"ENERGY SHORTAGE"					3	1	5	5	2	1	1.5365853658536586	12	60906	4.0	4.0	1.0	1.0	0.0	0.0	1.0	7.0	3.0	7.0	5.0	0.399	83.05827	98402	10.345318	58555	0.29	0.7	0.75	0.75	0.33333334	0.75	0.8	0.22265619	0.009964662	0.14180984	0.3807869	0.7142857	56.0	0.75	1.0	0.0	0.0	1.0
1373	91006	830	48	"c"	3	48265	0	"R"	3	2	2	2	1	1	1		2	2			2	1	2	1	1	1	1	10	2			2	2	2	1	1	2	2	2	2	4	1	2	1	2							1	1	1	1	2	2	2	2	2								2	2	2	2	2	2	4		2	4	3	2	2	4	1		2	1	3	3	2	1	2	3	2	2	1		4	1	3	3	3	2	50	6	2	1	1	1	2	2	5		6	1	1	2	1			1	3	1	2	1	1	4	78028			1	37			"HEALTH CARE, THE AVAILABILITY OF HEALTH CARE"					3	1	5	4	4	1	1.7804878048780488	9	60906	1.0	3.0	0.0	1.0	0.0	0.0	0.0	6.0	6.0	6.0	2.0	0.458	91.86499	48826	1.9190595	43072	0.21	0.78	0.0	0.5	0.8333333	0.625	0.2	0.45312503	0.004883633	0.026305765	0.21264511	0.81818175	50.0	0.625	0.0	0.0	0.0	0.0
805	90906	254	48	"c"	3	48309	47380	"S"	2	1	2	2	9	2	1	1	2	3	3	2			4	3	2	3	1	6	2		2		1	2	1	1	2	2	2	2	2	1	1	2	1	1	3	3	3	1	3							1	2	2	2	2	1	1	2	1	2								2		4	2	1	1	3	2	2		1	3	2	1	2	2	4	2	2	1	3		1	3	1	1	2	28	5	2	2	5	1	1	2	5		2	1	2	2	1			3	3	2		1	2	4	76705	1	1	1	99				10			"war on terrerism"	1	2	5	2	3	2	1.829268292682927	4	60906	1.0	3.0	0.0	0.0	1.0	0.0	0.0	2.0	5.0	2.0	2.0	0.474	77.071434	229587	14.813557	40672	0.34	0.66	0.0	0.5	0.6666667	0.125	0.2	0.51562506	0.02340977	0.20305881	0.18658167	0.66233766	28.0	0.125	1.0	0.0	0.0	0.0
461	90706	432	48	"c"	3	48329	33260	"S"	2	2	2	1	1	1	2		3	1			3	4	1	3	1	2	1	9	1			1	1	1	1	1	1	9	1	1	1	4	3	2	2							4	3	1	1	3	4	1	1	1								1	1	1	1	1	1	9		1	3	1	2	1	2	1		1	2	1	3	2	1	1	1	1	1	2		2	1	1	2	2	1	39	5	2	1	1	1	1	1	2		7	1	1	1	1		1		1	1	1	1	1	4	79707			1	57			"NATIONAL SECURITY"					2	2	5	3	3	1	1.7317073170731707	1	60907	5.0	5.0	0.0	1.0	0.0	0.0	0.0	7.0	5.0	7.0	5.0	0.496	85.125244	132103	6.5766864	54945	0.18	0.82	1.0	1.0	0.6666667	0.75	0.8	0.6015625	0.013418666	0.09015081	0.34158313	0.8701298	39.0	0.75	0.0	0.0	0.0	0.0
487	90706	512	48	"c"	3	48331	0	"R"	3	1	2	1	1	1	2	1	1	2	2	3			1	3	1	1	1	9	9	9	2		9	2	2	2	3	2	3	1	1	2	2	2	1	3	3	3	1	2	3							1	4	1	9	9	9	1	9	1	1								9		9	1	2	1	2	2	1		1	2	3	2	1	2	2	1	3	1	2		1	1	2	1	1	50	3	2	1	1	2	1	2	3		6	1	1	3		2		3	3	1	1	3	1	4	76577			2	60			"iraq"	10			"terrorism"	3	1	4	4	2	1	2.292682926829268	5	60907	2.0	3.0	0.0	1.0	0.0	1.0	0.0	6.0	3.0	6.0	4.0	0.459	79.13291	24934	9.408839	39035	0.39	0.6	0.25	0.5	0.33333334	0.625	0.6	0.45703122	0.0024349499	0.12897293	0.16880423	0.5844156	50.0	0.625	0.0	0.0	0.0	0.0
908	90906	325	48	"c"	3	48333	0	"R"	3	1	1	1	1	1	1	1	3	3	2	1			3	3	1	2	1	10	1		1		1	9	2	2	1	2	1	1	1	2	1	4	1	1	1	4	1	1	1							1	1	1	1	1	1	1	1	1	1								1		1	3	2	1	3	1	1		2	2	3	1	2	1	2	1	1	2	2		1	9	2	2	1	63	3	2	1	1	2	9		4		3	1	1	1	9		1		2	1	1	3	1	4	76870	2		2	4			"high prices on everything"	12			"immagration"	3	1	5	5	2	1	2.5121951219512195	12	60907	4.0	4.0	1.0	1.0	0.0	1.0	0.0	3.0	3.0	3.0	3.0	0.442	97.83098	4887	0.061387353	31895	0.19	0.8	0.75	0.75	0.33333334	0.25	0.4	0.390625	3.803392E-4	8.414754E-4	0.09126549	0.84415585	63.0	0.25	1.0	0.0	0.0	1.0
723	90706	940	48	"c"	3	48337	0	"R"	3	1	2	1	1	1	2	1	1	2	2	1			2	1	1	3	1	7	1		2		1	2	2	2	3	1	3	1	2	2	1	1	1	3	1	2	2	1	2							2	1	2	1	2	2	3	1	2	1								1		2	1	1	1	2	2	2		2	3	3	9	1	1	2	1	2	1	3		2	3	2	9	1	50	3	2	1	1	2	1	9	2		6	1	1	1	1		2		2	1	1	3	1	2	76230			2	60			"THE WAR ISSUE"	1			"THE WAR"	3	1	5	4	2	1	2.292682926829268	1	60907	5.0	4.0	0.0	1.0	0.0	1.0	1.0	6.0	3.0	6.0	5.0	0.427	93.127495	19789	0.07074638	42482	0.25	0.75	1.0	0.75	0.33333334	0.625	0.8	0.3320312	0.0019076404	9.697655E-4	0.20623785	0.77922076	50.0	0.625		0.0	0.0	0.0
831	90906	281	48	"c"	3	48339	26420	"S"	2	1	1	9	1	1	2	1	1	2	1	3			2	3	1	2	1	10	1		4		1	1	2	1	3	2	2	1	2	4	2	1	1	3	1	2	1	1	2							1	1	1	1	1	2	1	1	2	2								1		4	1	1	1	2	1	1		2	2	3	2	1	1	2	1	1	2	2		2	1	2	2	1	46	6	2	1	1	1	1	2	4		8	1	1	3		1	2		3	1	1	1	1	4	77381	1	1	1	62			"TERRORISM TERRORISM"	10	1	3	"THE TERRORISM AND THE IRAQW WZR--A LOT ABOUT THE KATRINA VICTIMS THE TERRORISM AND THE IRAQ WAR, A LOT ABOUT THE KATRINA VICTIMS"	2	2	5	4	4	1	1.1951219512195121	9	60907	4.0	3.0	1.0	1.0	0.0	0.0	0.0	8.0	6.0	8.0	3.0	0.462	86.86655	427717	4.160695	65620	0.21	0.78	0.75	0.5	0.8333333	0.875	0.4	0.46875006	0.04371605	0.057033285	0.45751116	0.81818175	46.0	0.875	0.0	0.0	0.0	1.0
1335	90906	806	48	"c"	3	48357	0	"R"	3	2	1	1	1	1	2		1	4			2	4	4	3	2	5	1	8	2			1	1	1	1	1	1	2	1	1	1	2	1	2	1							2	1	2	2	2	2	2	1	1								1	1	1	2	1	2	1		1	2	1	1	2	2	2		1	1	3	3	1	2	1	2	2	1	1		2	1	2	1	1	2	19	3	1	1	5	2	2	2	3		6	2		3		2		1	2	2		1	1	4	78907			2	60	62		"THE WAR AND TERRORISM"					1	1	5	1	2	3	3.7560975609756095	4	60908	2.0	4.0	1.0	0.0	0.0	0.0	0.0	6.0	3.0	6.0	4.0	0.43	76.19813	9953	0.6128805	49309	0.08	0.92	0.25	0.75	0.33333334	0.625	0.6	0.34375003	8.995519E-4	0.008401142	0.28037748	1.0	19.0	0.625	1.0	1.0	0.0	1.0
904	90906	325	48	"c"	3	48399	0	"R"	3	1	2	2	1	1	4	1	1	4	2	1			2	3	1	4	1	8	2		4		9	2	2	1	2	2	2	1	2	1	1	1	1	1	1	3	3	1	1							2	4	2	2	2	2	2	4	2	2								2		2	9	1	2	4	1	1		2	3	3	2	2	2	3	1	2	2	2		9	3	2	2	1	69	2	2	1	2	2	1	1	5		1	1	1	2	1			1	4	1	2	3	1	4	76861			2	60			"IRAQ"	1	10		"THE WAR IN IRAQ AND AFGANISTNAD AND TERRIST PLOTS IN ENGLAND"	4	1	5	6	1	1	3.731707317073171	6	60906	1.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	1.0	2.0	0.451	91.64125	10492	2.1635532	37823	0.2	0.8	0.0	0.25	0.16666667	0.0	0.2	0.42578128	9.547938E-4	0.029657196	0.1556422	0.84415585	69.0	0.0	0.0	0.0	0.0	0.0
1360	90906	817	48	"c"	3	48439	19100	"U"	1	1	1	1	1	1	1	1	2	4	4	4			2	3	2	3	1	7	1		2		9	2	2	2	1	1	3	1	2	2	1	1	2	2	1	4	1	2	3							2	1	1	2	1	1	2	1	2	1								1		2	1	1	1	4	2	1		2	4	3	2	1	1	1	1	1	2	2		1	3	3	3	3	36	3	2	1	1	1	2	2	4		6	2		3		1	3		2	2		1	1	1	76002			1	34			"POVERTY"	14			"SPORTING EVENTS"	2	4	5	3	2	1	4.195121951219512	5	60906	4.0	4.0	1.0	1.0	0.0	0.0	1.0	6.0	3.0	6.0	3.0	0.447	68.41811	1743300	14.496358	55306	0.37	0.62	0.75	0.75	0.33333334	0.625	0.4	0.41015625	0.17854974	0.19871077	0.3455035	0.6103896	36.0	0.625	0.0	0.0	0.0	1.0
282	90606	817	48	"c"	3	48439	19100	"S"	2	1	1	1	1	9	4	1	2	3	1	3				3	1	1	1	8	1		4		2	9	3	2	1	2	2	9	1	2	1	1	1	2	1	1	2	1	1							9	1	1	4	1	4	4	9	1	1								1		9	1	1	1		1	9		2	3	3	2	1	1	2	1	2	2	2		1	1	2	2	1	65	4	1	1	1	2	2	9	3		6	1	1	4		1	3		1	1	1	3	1	4	76039	2		1	1	58		"ECONOMY  TOO MANY J9BS GOING TO OTHER COUNTRIDS"	17			"WHEATER"	4	4	5	6	2	3	4.853658536585366	1	60906	4.0	5.0	1.0	0.0	0.0	1.0	0.0	6.0	4.0	6.0	4.0	0.447	68.41811	1743300	14.496358	55306	0.37	0.62	0.75	1.0	0.5	0.625	0.6	0.41015625	0.17854974	0.19871077	0.3455035	0.6103896	65.0	0.625	0.0	1.0	0.0	1.0
256	90606	817	48	"c"	3	48439	19100	"U"	1	1	2	2	1	2	2	1	1	1	1	1				3	1	1	1	10	2		1		9	2	1	9	2	2	2	1	3	1	1	1	1	2	2	1	1	1	2							4	2	9	4	9	2	2	9	9	9								4		9	9	9	1		2	9		1	3	3	1	9	2	3	2	2	1	3		9	9	3	3	2	76	7	2	2	2	2	1	1	1		2	1	1	2	2			3	9	1	4	3	2	4	76015			2	1	60		"ECONOMY, WAR IN IRAQ"	25			"STEVE IRWIN"	4	4	5	6	4	2	1	1	60906	2.0	2.0	0.0	0.0	1.0	1.0	0.0	2.0	7.0	2.0	6.0	0.447	68.41811	1743300	14.496358	55306	0.37	0.62	0.25	0.25	1.0	0.125	1.0	0.41015625	0.17854974	0.19871077	0.3455035	0.6103896	76.0	0.125	1.0	0.0	0.0	0.0
1358	91006	817	48	"c"	3	48439	19100	"S"	2	2	1	2	9	9	2		2	3			2	2	2	3	1	3	1	4	9	9		2	1	1	2	2	1	2	3	2	3	3	4	3	4							3	4	4	4	3	4	1	1	1								1	1	1	1	1	1	1		1	2	1	2	1	2	3		1	2	2	1	2	1	1	1	1	1	1		1	9	3	3	3	3	21	3	1	1	5	2	2	2	1		3	1	1	1	1		3		3	1	1	2	2	4	76053	2		1	99								1	4	5	1	2	3	5.146341463414634	4	60907	5.0	3.0	1.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	6.0	0.447	68.41811	1743300	14.496358	55306	0.37	0.62	1.0	0.5	0.33333334	0.25	1.0	0.41015625	0.17854974	0.19871077	0.3455035	0.6103896	21.0	0.25	0.0	1.0	0.0	1.0
669	90706	817	48	"c"	3	48439	19100	"S"	2	1	1	1	1	1	1	1	1	3	3	2			3	3	2	4	1	8	1		1		2	1	1	1	1	2	1	1	2	3	1	1	1	3	1	3	3	1	3							1	1	1	1	1	1	1	1	1	2								1		2	1	2	2	2	2	1		2	2	3	2	1	1	3	1	1	1	3		2	3	2	3	1	19	5	2	1	5	2	1	2	3		7	2		1	1		1		2	2		3	3	4	76063			1	62			"TERRORISM"	1			"IRAQ"	1	4	5	1	3	1	3.951219512195122	2	60907	5.0	4.0	1.0	1.0	0.0	1.0	0.0	7.0	5.0	7.0	4.0	0.447	68.41811	1743300	14.496358	55306	0.37	0.62	1.0	0.75	0.6666667	0.75	0.6	0.41015625	0.17854974	0.19871077	0.3455035	0.6103896	19.0	0.75	0.0	0.0	0.0	1.0
668	90706	817	48	"c"	3	48439	19100	"U"	1	1	1	1	1	1	2	1	1	3	1	3			1	1	1	1	1	10	1		1		9	9	1	1	1	2	2	1	1	3	1	1	1	2	1	3	1	2	2							1	1	1	1	1	2	1	1	1	1								1		2	1	1	1	1	1	1		2	2	1	2	1	1	1	1	1	2	1		2	1	2	2	1	50	5	2	1	2	2	1	1	5		6	1	1	1	1		1		1	1	1	1	1	4	76016			2	62			"terriosm"	10			"war on terrisom"	3	4	5	4	3	1	1.5609756097560976	3	60907	5.0	5.0	1.0	1.0	0.0	0.0	0.0	6.0	5.0	6.0	2.0	0.447	68.41811	1743300	14.496358	55306	0.37	0.62	1.0	1.0	0.6666667	0.625	0.2	0.41015625	0.17854974	0.19871077	0.3455035	0.6103896	50.0	0.625	0.0	0.0	0.0	1.0
1359	91006	817	48	"c"	3	48439	19100	"S"	2	1	1	2	9	2	1	9	2	3	2	3			3	3	2	2	1	8	2		2		9	2	2	2	2	2	2	1	4	1	1	2	3	1	2	2	2	2	2							2	2	2	2	2	2	2	2	2	2								2		9	2	2	2	4	1	1		2	2	2	1	2	1	4	2	2	1	4		1	1	1	1	2	37	3	2	1	1	2	2	2	5		4	1	1	2	2			3	2	1	2	1	2	4	76180	2		2	99				99				2	4	5	3	2	1	4.195121951219512	9	60907	2.0	4.0	1.0	1.0	0.0	0.0	0.0	4.0	3.0	4.0	2.0	0.447	68.41811	1743300	14.496358	55306	0.37	0.62	0.25	0.75	0.33333334	0.375	0.2	0.41015625	0.17854974	0.19871077	0.3455035	0.6103896	37.0	0.375	1.0	0.0	0.0	1.0
